Player,School,Year,Pick,Pos,G,MP,FG%,2P%,College 3P%,FT%,PTS,SOS,TS%,eFG%,3PAr,FTr,OWS,3PTM,3P%
Tyus Jones,Duke,2015,21,PG,39,33.9,0.417,0.44,0.379,0.889,11.8,9.87,0.575,0.489,0.383,0.5,4.4,0.43,0.302
Jarell Martin,LSU,2015,22,PF,65,30.7,0.494,0.541,0.308,0.689,13.7,6.12,0.56,0.525,0.203,0.448,3.9,0.0,0.0
Larry Nance Jr.,Wyoming,2015,23,PF,123,29.5,0.521,0.551,0.308,0.771,11.3,2.08,0.587,0.54,0.12,0.438,8.4,0.02,0.1
R.J. Hunter,Georgia State,2015,24,SG,99,34.7,0.423,0.505,0.354,0.853,18.4,-2.33,0.579,0.519,0.541,0.397,12.0,0.53,0.302
Chris McCullough,Syracuse,2015,25,PF,16,28.1,0.478,0.473,1.0,0.563,9.3,7.68,0.508,0.482,0.009,0.628,0.3,0.54,0.382
Kevon Looney,UCLA,2015,26,PF,36,30.9,0.47,0.481,0.415,0.626,11.6,8.27,0.532,0.505,0.165,0.458,2.8,0.2,0.5
Montrezl Harrell,Louisville,2015,27,PF,112,26.4,0.586,0.6,0.275,0.533,11.6,7.64,0.586,0.592,0.044,0.447,8.4,0.0,0.0
Anthony Brown,Stanford,2015,28,SF,144,29.2,0.428,0.448,0.403,0.751,10.8,6.57,0.556,0.518,0.447,0.339,8.1,0.69,0.286
Richaun Holmes,Bowling Green State,2015,29,PF,95,26.5,0.554,0.58,0.353,0.697,11.5,-1.07,0.605,0.574,0.117,0.499,6.9,0.16,0.182
Darrun Hilliard,Villanova,2015,30,SG,132,26.8,0.436,0.507,0.367,0.748,11.4,7.8,0.569,0.529,0.506,0.38,8.1,0.5,0.38
Josh Richardson,Tennessee,2015,31,SG,136,28.3,0.456,0.516,0.318,0.758,9.2,7.15,0.542,0.504,0.306,0.312,6.8,1.02,0.461
Pat Connaughton,Notre Dame,2015,32,SF,139,32.3,0.45,0.549,0.386,0.777,10.5,6.88,0.587,0.567,0.607,0.188,10.6,0.15,0.238
Joe Young,Oregon,2015,33,PG,132,32.8,0.453,0.501,0.39,0.886,17.5,3.04,0.586,0.537,0.43,0.302,15.3,0.24,0.217
Norman Powell,UCLA,2015,34,SG,141,25.2,0.461,0.533,0.314,0.746,9.8,7.25,0.548,0.512,0.325,0.318,6.0,0.73,0.404
Ben Simmons,LSU,2016,1,PG,33,34.9,0.56,0.561,0.333,0.67,19.2,7.0,0.6,0.561,0.008,0.769,3.9,0.0,0.0
Brandon Ingram,Duke,2016,2,SF,36,34.6,0.442,0.464,0.41,0.682,17.3,10.59,0.552,0.525,0.403,0.351,3.4,0.7,0.294
Jaylen Brown,California,2016,3,SF,34,27.6,0.431,0.482,0.294,0.654,14.6,7.87,0.518,0.471,0.27,0.574,1.0,0.59,0.341
Kris Dunn,Providence,2016,4,PG,95,31.5,0.45,0.476,0.354,0.693,12.8,8.09,0.531,0.488,0.218,0.449,5.0,0.27,0.288
Buddy Hield,Oklahoma,2016,5,SG,132,31.7,0.448,0.508,0.39,0.836,17.4,9.28,0.584,0.548,0.511,0.257,12.2,1.8,0.391
Jamal Murray,Kentucky,2016,6,SG,36,35.2,0.454,0.502,0.408,0.783,20.0,8.84,0.59,0.559,0.515,0.283,4.4,1.4,0.334
Marquese Chriss,Washington,2016,7,PF,34,24.9,0.53,0.568,0.35,0.682,13.7,8.12,0.585,0.561,0.178,0.382,1.9,0.88,0.321
Jakob Poeltl,Utah,2016,8,C,70,26.9,0.658,0.659,0.0,0.605,13.3,8.1,0.653,0.658,0.002,0.669,7.0,0.0,0.0
Domantas Sabonis,Gonzaga,2016,9,PF,74,26.6,0.632,0.638,0.357,0.729,13.5,4.67,0.662,0.636,0.023,0.516,7.5,0.63,0.321
Taurean Waller-Prince,Baylor,2016,10,SF,129,20.2,0.46,0.504,0.376,0.718,10.2,9.08,0.557,0.524,0.34,0.349,6.2,0.56,0.324
Denzel Valentine,Michigan State,2016,11,SG,144,29.0,0.442,0.476,0.408,0.779,11.4,9.21,0.569,0.544,0.497,0.218,10.9,1.28,0.351
Wade Baldwin,Vanderbilt,2016,12,PG,68,29.6,0.431,0.436,0.422,0.8,11.6,7.45,0.578,0.508,0.366,0.552,5.3,0.09,0.136
Henry Ellenson,Marquette,2016,13,PF,33,33.5,0.446,0.495,0.288,0.749,17.0,5.57,0.534,0.48,0.239,0.439,2.0,0.53,0.286
Malik Beasley,Florida State,2016,14,SG,34,29.8,0.471,0.518,0.387,0.813,15.6,8.16,0.583,0.541,0.361,0.326,2.9,0.41,0.321
Caris LeVert,Michigan,2016,15,SF,103,26.4,0.434,0.456,0.401,0.77,10.4,9.3,0.552,0.514,0.396,0.314,6.3,1.04,0.321
DeAndre' Bembry,St. Joseph's,2016,16,SF,101,36.1,0.457,0.52,0.312,0.628,15.7,4.2,0.528,0.504,0.303,0.389,6.4,0.03,0.056
Malachi Richardson,Syracuse,2016,17,SG,37,34.4,0.369,0.388,0.353,0.72,13.4,9.75,0.51,0.465,0.544,0.381,1.5,0.36,0.286
Brice Johnson,UNC,2016,18,PF,148,21.0,0.577,0.577,0.0,0.715,11.9,9.72,0.601,0.577,0.0,0.328,10.4,0.0,0.0
Pascal Siakam,New Mexico State,2016,19,PF,68,32.7,0.551,0.559,0.176,0.711,16.6,-3.6,0.586,0.553,0.021,0.424,7.9,0.02,0.143
Skal Labissiere,Kentucky,2016,20,PF,36,15.8,0.516,0.521,0.0,0.661,6.6,8.84,0.54,0.516,0.011,0.326,0.9,0.09,0.375
Dejounte Murray,Washington,2016,21,PG,34,33.5,0.416,0.457,0.288,0.663,16.1,8.12,0.485,0.451,0.243,0.342,1.2,0.24,0.391
Damian Jones,Vanderbilt,2016,22,C,99,27.1,0.566,0.57,0.125,0.565,13.3,7.13,0.573,0.567,0.009,0.584,5.2,0.0,0.0
Deyonta Davis,Michigan State,2016,23,PF,35,18.6,0.598,0.598,0.0,0.605,7.5,6.94,0.601,0.598,0.0,0.191,1.7,0.0,0.0
Tyler Ulis,Kentucky,2016,24,PG,72,30.1,0.427,0.462,0.371,0.846,11.3,8.76,0.563,0.499,0.39,0.407,7.5,0.34,0.266
Malcolm Brogdon,Virginia,2016,25,SG,136,30.6,0.43,0.466,0.365,0.876,13.3,7.76,0.556,0.496,0.362,0.345,11.3,1.04,0.404
Patrick McCaw,UNLV,2016,26,SG,65,31.7,0.439,0.527,0.367,0.753,12.2,3.28,0.567,0.539,0.548,0.26,3.9,0.58,0.333
Isaiah Whitehead,Seton Hall,2016,27,SG,56,30.5,0.375,0.387,0.359,0.757,15.8,7.92,0.5,0.452,0.429,0.341,2.4,0.6,0.295
A.J. Hammons,Purdue,2016,28,C,132,24.3,0.359,0.544,0.261,0.69,12.1,7.64,0.574,0.541,0.02,0.46,7.0,0.23,0.5
Jake Layman,Maryland,2016,29,SF,141,27.9,0.445,0.53,0.362,0.759,10.2,7.17,0.572,0.536,0.505,0.333,7.6,0.37,0.255
Georges Niang,Iowa State,2016,30,SF,138,29.8,0.5,0.553,0.375,0.763,16.1,8.83,0.583,0.556,0.296,0.264,11.5,0.04,0.083
Kay Felder,Oakland,2016,31,PG,101,35.9,0.426,0.464,0.345,0.822,17.5,0.81,0.553,0.481,0.319,0.481,11.0,0.17,0.318
Abdel Nader,Iowa State,2016,32,SF,117,24.3,0.391,0.443,0.305,0.731,10.3,3.83,0.484,0.448,0.38,0.266,0.2,0.48,0.354
Tyrone Wallace,California,2016,33,SG,129,31.6,0.415,0.464,0.292,0.613,12.6,7.31,0.485,0.457,0.285,0.379,4.5,0.33,0.25
Markelle Fultz,Washington,2017,1,SG,25,35.7,0.476,0.502,0.413,0.649,23.2,6.82,0.558,0.535,0.287,0.383,3.3,0.0,0.0
Lonzo Ball,UCLA,2017,2,PG,36,35.1,0.551,0.732,0.412,0.673,14.6,6.39,0.673,0.668,0.566,0.286,4.8,1.73,0.305
Jayson Tatum,Duke,2017,3,SF,29,33.3,0.452,0.504,0.342,0.849,16.8,10.91,0.566,0.507,0.321,0.381,2.3,1.31,0.434
Josh Jackson,Kansas,2017,4,SF,35,30.8,0.513,0.549,0.378,0.566,16.3,12.23,0.559,0.552,0.21,0.403,2.7,0.74,0.263
De'Aaron Fox,Kentucky,2017,5,PG,36,29.6,0.479,0.521,0.246,0.736,16.7,10.49,0.549,0.498,0.154,0.474,3.1,0.64,0.307
Jonathan Isaac,Florida State,2017,6,PF,32,26.2,0.508,0.593,0.348,0.78,12.0,8.87,0.614,0.568,0.348,0.461,2.4,0.59,0.348
Lauri Markkanen,Arizona,2017,7,PF,37,30.8,0.492,0.545,0.423,0.835,15.6,7.63,0.635,0.584,0.434,0.436,4.8,2.13,0.362
Dennis Smith,NC State,2017,8,PG,32,34.8,0.455,0.509,0.359,0.715,18.1,8.09,0.563,0.52,0.364,0.476,3.1,1.54,0.313
Zach Collins,Gonzaga,2017,9,C,39,17.3,0.652,0.672,0.476,0.743,10.0,4.13,0.703,0.676,0.101,0.715,2.6,0.53,0.31
Malik Monk,Kentucky,2017,10,SG,38,32.1,0.45,0.497,0.397,0.822,19.8,10.49,0.586,0.543,0.47,0.323,3.9,1.32,0.342
Luke Kennard,Duke,2017,11,SG,73,31.2,0.461,0.526,0.383,0.867,15.7,10.75,0.6,0.548,0.455,0.349,8.4,1.11,0.415
Donovan Mitchell,Louisville,2017,12,SG,65,26.0,0.418,0.497,0.329,0.788,11.7,9.44,0.532,0.495,0.47,0.26,4.4,2.37,0.34
Bam Adebayo,Kentucky,2017,13,C,38,30.1,0.599,0.599,0.0,0.653,13.0,10.49,0.624,0.599,0.0,0.831,3.3,0.0,0.0
Justin Jackson,UNC,2017,14,SF,118,29.1,0.46,0.531,0.34,0.712,14.0,11.4,0.546,0.523,0.37,0.241,10.0,0.84,0.308
Justin Patton,Creighton,2017,15,C,35,25.3,0.676,0.683,0.533,0.517,12.9,8.95,0.671,0.689,0.051,0.294,2.5,0.0,0.0
D.J. Wilson,Michigan,2017,16,PF,69,19.4,0.525,0.619,0.363,0.817,7.1,9.23,0.614,0.592,0.369,0.194,3.4,0.09,0.4
T.J. Leaf,UCLA,2017,17,PF,35,29.9,0.617,0.644,0.466,0.679,16.3,6.39,0.66,0.652,0.152,0.278,4.2,0.34,0.429
John Collins,Wake Forest,2017,18,PF,64,20.7,0.601,0.602,0.0,0.729,13.4,10.16,0.638,0.601,0.002,0.599,5.7,0.22,0.34
Harry Giles,Duke,2017,19,PF,26,11.5,0.577,0.577,0.0,0.5,3.9,10.91,0.57,0.577,0.0,0.308,0.6,0.0,0.0
Jarrett Allen,Texas,2017,20,C,33,32.2,0.566,0.579,0.0,0.564,13.4,12.75,0.571,0.566,0.022,0.472,1.5,0.07,0.33
OG Anunoby,Indiana,2017,21,SF,50,17.4,0.563,0.652,0.365,0.522,6.8,7.53,0.609,0.62,0.311,0.378,2.0,0.99,0.371
Tyler Lydon,Syracuse,2017,22,PF,71,33.1,0.476,0.531,0.4,0.809,11.6,9.11,0.602,0.56,0.42,0.358,5.6,0.0,0.0
Caleb Swanigan,Purdue,2017,23,PF,69,29.2,0.501,0.537,0.376,0.76,14.4,8.12,0.586,0.543,0.223,0.432,4.4,0.04,0.125
Kyle Kuzma,Utah,2017,24,PF,96,21.0,0.506,0.567,0.302,0.633,10.1,6.84,0.56,0.541,0.23,0.367,4.7,2.06,0.366
Tony Bradley,UNC,2017,25,C,38,14.6,0.573,0.573,0.0,0.619,7.1,11.76,0.59,0.573,0.0,0.59,2.1,0.0,0.0
Derrick White,Colorado,2017,26,PG,34,32.8,0.507,0.569,0.396,0.813,18.1,6.0,0.627,0.578,0.356,0.45,4.5,0.47,0.615
Josh Hart,Villanova,2017,27,SG,146,28.0,0.511,0.592,0.389,0.72,13.2,8.51,0.614,0.589,0.401,0.377,14.4,1.24,0.396
Davon Reed,Miami (FL),2017,28,SF,131,28.1,0.43,0.466,0.395,0.779,10.3,8.24,0.569,0.529,0.503,0.334,7.3,0.52,0.289
Wesley Ivundu,Kansas State,2017,29,SF,132,28.2,0.463,0.488,0.338,0.688,9.5,9.51,0.54,0.491,0.165,0.552,4.8,0.15,0.196
Frank Mason III,Kansas,2017,30,PG,145,30.0,0.454,0.471,0.42,0.761,13.0,11.74,0.574,0.524,0.328,0.472,12.8,0.6,0.36
Ivan Rabb,California,2017,31,PF,65,30.6,0.544,0.549,0.409,0.666,13.2,7.1,0.584,0.551,0.038,0.594,5.2,0.0,0.0
Semi Ojeleye,SMU,2017,32,PF,58,23.1,0.479,0.526,0.415,0.785,12.3,7.6,0.618,0.567,0.421,0.512,5.8,0.55,0.32
Jordan Bell,Oregon,2017,33,PF,105,24.7,0.61,0.622,0.188,0.63,7.8,8.23,0.619,0.612,0.028,0.339,5.3,0.0,0.0
Jawun Evans,Oklahoma State,2017,34,PG,54,29.1,0.448,0.458,0.407,0.818,16.6,10.51,0.547,0.488,0.196,0.4,5.6,0.31,0.278
Dwayne Bacon,Florida State,2017,35,SF,69,28.8,0.449,0.51,0.312,0.733,16.5,8.52,0.533,0.497,0.306,0.314,4.2,0.21,0.256
Tyler Dorsey,Oregon,2017,36,SG,75,30.0,0.455,0.493,0.416,0.732,14.1,8.51,0.591,0.558,0.496,0.392,6.1,1.29,0.362
Damyean Dotson,Houston,2017,37,SG,134,29.1,0.464,0.535,0.38,0.796,12.9,4.85,0.574,0.551,0.46,0.18,10.5,0.5,0.324
Dillon Brooks,Oregon,2017,38,SF,109,28.9,0.472,0.518,0.362,0.794,14.8,8.23,0.565,0.526,0.295,0.309,8.8,1.15,0.356
Sterling Brown,SMU,2017,39,SG,136,25.7,0.504,0.534,0.451,0.77,8.2,4.39,0.616,0.586,0.363,0.322,7.8,0.59,0.352
Sindarius Thornwell,South Carolina,2017,40,SG,132,31.8,0.392,0.42,0.339,0.771,14.7,7.8,0.518,0.451,0.347,0.486,8.2,0.32,0.377
Alec Peters,Valparaiso,2017,41,PF,134,31.7,0.487,0.539,0.416,0.846,17.5,-0.95,0.621,0.576,0.428,0.349,16.1,0.9,0.31
DeAndre Ayton,Arizona,2018,1,C,35,33.5,0.612,0.635,0.343,0.733,20.1,6.84,0.65,0.625,0.078,0.424,5.5,0.0,0.0
Marvin Bagley,Duke,2018,2,PF,33,33.9,0.614,0.647,0.397,0.627,21.0,9.71,0.643,0.64,0.132,0.475,4.8,0.48,0.312
Jaren Jackson,Michigan State,2018,3,PF,35,21.8,0.513,0.596,0.396,0.797,10.9,7.1,0.647,0.595,0.414,0.573,2.3,0.88,0.359
Trae Young,Oklahoma,2018,4,PG,32,35.4,0.422,0.493,0.36,0.861,27.4,10.56,0.585,0.518,0.531,0.443,4.6,1.93,0.324
Mohamed Bamba,Texas,2018,5,C,30,30.2,0.541,0.603,0.275,0.681,12.9,10.67,0.593,0.567,0.189,0.441,2.4,0.45,0.3
Wendell Carter,Duke,2018,6,C,37,26.9,0.561,0.586,0.413,0.738,13.5,9.71,0.628,0.591,0.144,0.527,3.6,0.14,0.188
Collin Sexton,Alabama,2018,7,PG,33,29.9,0.447,0.495,0.336,0.778,19.2,10.64,0.567,0.498,0.299,0.575,3.2,1.45,0.402
Kevin Knox,Kentucky,2018,8,PF,37,32.4,0.445,0.509,0.341,0.774,15.6,10.73,0.556,0.51,0.38,0.373,2.3,1.67,0.343
Mikal Bridges,Villanova,2018,9,SF,116,27.3,0.525,0.645,0.4,0.845,11.3,9.74,0.656,0.623,0.49,0.304,10.5,1.28,0.335
Shai Gilgeous-Alexander,Kentucky,2018,10,PG,37,33.7,0.485,0.5,0.404,0.817,14.4,10.73,0.578,0.516,0.151,0.464,3.3,0.62,0.367
Miles Bridges,Michigan State,2018,11,SF,62,31.6,0.47,0.537,0.375,0.776,17.0,8.8,0.576,0.548,0.413,0.245,5.2,0.81,0.325
Jerome Robinson,Boston College,2018,12,SG,90,34.6,0.45,0.488,0.376,0.755,17.7,7.65,0.551,0.514,0.339,0.327,5.1,0.55,0.316
Troy Brown,Oregon,2018,13,SF,35,31.2,0.444,0.524,0.291,0.743,11.3,4.84,0.532,0.494,0.342,0.326,1.5,0.42,0.319
Zhaire Smith,Texas Tech,2018,14,SG,37,28.4,0.556,0.574,0.45,0.717,11.3,9.6,0.618,0.588,0.144,0.458,3.3,1.0,0.375
Donte DiVincenzo,Villanova,2018,15,SG,85,25.4,0.469,0.573,0.378,0.705,10.2,9.74,0.591,0.57,0.533,0.294,5.5,0.81,0.265
Lonnie Walker,Miami (FL),2018,16,SG,32,27.8,0.415,0.487,0.346,0.738,11.5,6.96,0.527,0.503,0.509,0.204,1.6,0.29,0.385
Kevin Huerter,Maryland,2018,17,SG,65,31.9,0.466,0.572,0.394,0.748,12.0,8.11,0.603,0.584,0.597,0.217,4.6,1.81,0.385
Josh Okogie,Georgia Tech,2018,18,SG,61,33.0,0.437,0.454,0.382,0.777,16.9,7.84,0.55,0.481,0.231,0.539,4.4,0.81,0.279
Grayson Allen,Duke,2018,19,SG,142,27.9,0.43,0.49,0.38,0.834,14.1,10.27,0.591,0.533,0.544,0.419,13.9,0.84,0.323
Chandler Hutchison,Boise State,2018,20,SF,123,24.0,0.476,0.508,0.353,0.687,12.0,2.57,0.551,0.512,0.204,0.468,6.5,0.32,0.28
Aaron Holiday,UCLA,2018,21,PG,101,31.8,0.45,0.469,0.422,0.795,14.3,7.65,0.58,0.535,0.404,0.37,6.7,0.86,0.339
Moritz Wagner,Michigan,2018,22,C,107,21.0,0.547,0.643,0.385,0.698,10.4,9.16,0.633,0.618,0.371,0.301,6.4,0.51,0.286
Landry Shamet,Wichita State,2018,23,SG,71,28.6,0.48,0.542,0.437,0.811,12.9,4.22,0.641,0.609,0.59,0.326,7.5,2.11,0.422
Robert Williams,Texas A&M,2018,24,C,61,25.7,0.591,0.624,0.067,0.541,11.1,9.29,0.59,0.593,0.06,0.343,3.5,0.0,0.0
Jacob Evans,Cincinnati,2018,25,SG,105,29.1,0.429,0.476,0.377,0.755,11.7,4.75,0.551,0.518,0.469,0.286,8.2,0.13,0.267
Omari Spellman,Villanova,2018,26,PF,40,28.1,0.476,0.511,0.433,0.7,10.9,10.24,0.588,0.573,0.446,0.208,2.9,0.96,0.344
Jevon Carter,West Virginia,2018,27,PG,144,29.9,0.407,0.453,0.355,0.798,12.2,9.53,0.534,0.491,0.471,0.298,10.4,0.87,0.333
Jalen Brunson,Villanova,2018,28,PG,116,28.9,0.51,0.587,0.393,0.82,14.4,9.74,0.628,0.588,0.396,0.357,12.4,0.86,0.348
Devonte Graham,Kansas,2018,29,PG,142,31.7,0.422,0.437,0.409,0.787,12.3,11.86,0.578,0.536,0.558,0.355,12.0,0.74,0.281
Khyri Thomas,Creighton,2018,30,SG,102,27.2,0.511,0.578,0.406,0.719,11.2,7.83,0.607,0.589,0.385,0.25,6.5,0.38,0.286
Bruce Brown Jr.,Miami (FL),2018,31,SG,52,32.6,0.442,0.502,0.316,0.702,11.7,8.26,0.532,0.493,0.323,0.398,3.2,0.32,0.258
Hamidou Diallo,Kentucky,2018,32,SG,37,24.8,0.428,0.458,0.338,0.616,10.0,10.73,0.498,0.47,0.246,0.399,1.1,0.08,0.167
De'Anthony Melton,USC,2018,33,SG,36,27.0,0.437,0.51,0.284,0.706,8.3,6.4,0.53,0.483,0.32,0.472,1.7,0.58,0.305
Svi Mykhailiuk,Kansas,2018,34,SF,136,22.6,0.428,0.455,0.409,0.746,8.7,11.86,0.563,0.548,0.587,0.136,5.8,0.69,0.326
Keita Bates-Diop,Ohio State,2018,35,SF,109,24.8,0.472,0.537,0.352,0.776,11.7,7.69,0.567,0.534,0.351,0.274,6.6,0.43,0.25
Chimezie Metu,USC,2018,36,PF,104,27.0,0.533,0.545,0.302,0.692,12.3,6.78,0.573,0.54,0.046,0.438,6.1,0.0,0.0
Shake Milton,SMU,2018,37,SG,87,34.7,0.452,0.478,0.427,0.791,13.4,4.22,0.595,0.562,0.518,0.295,8.4,0.7,0.318
Zion Williamson,Duke,2019,1,PF,33,30.0,0.68,0.747,0.338,0.64,22.6,11.97,0.702,0.708,0.163,0.467,5.5,0.25,0.429
Ja Morant,Murray St.,2019,2,PG,65,35.3,0.485,0.545,0.343,0.81,18.7,-3.32,0.597,0.536,0.298,0.501,9.4,0.9,0.335
R.J. Barrett,Duke,2019,3,SG,38,35.3,0.454,0.529,0.308,0.665,22.6,11.97,0.532,0.506,0.338,0.319,3.8,1.12,0.32
DeAndre Hunter,Virginia,2019,4,SF,71,26.6,0.509,0.541,0.419,0.773,12.4,9.61,0.606,0.564,0.264,0.42,6.8,1.71,0.355
Darius Garland,Vanderbilt,2019,5,PG,5,27.8,0.537,0.581,0.478,0.75,16.2,7.79,0.657,0.639,0.426,0.296,0.4,1.78,0.355
Jarrett Culver,Texas Tech,2019,6,SG,75,29.5,0.459,0.522,0.341,0.687,14.9,9.56,0.548,0.518,0.351,0.363,5.3,1.05,0.299
Coby White,North Carolina,2019,7,PG,35,28.5,0.423,0.5,0.353,0.8,16.1,11.35,0.556,0.516,0.523,0.293,2.4,2.05,0.354
Jaxson Hayes,Texas,2019,8,C,32,23.3,0.728,0.728,0.0,0.74,10.0,11.46,0.739,0.728,0.0,0.592,2.8,0.02,0.25
Rui Hachimura,Gonzaga,2019,9,PF,102,19.7,0.579,0.607,0.316,0.746,12.1,3.91,0.629,0.594,0.095,0.474,7.8,0.52,0.287
Cameron Reddish,Duke,2019,10,SF,36,29.7,0.356,0.394,0.333,0.772,13.5,11.97,0.499,0.459,0.618,0.264,0.8,1.43,0.332
Cameron Johnson,UNC,2019,11,SF,135,25.4,0.457,0.523,0.405,0.817,11.2,10.06,0.601,0.571,0.565,0.242,9.9,1.86,0.39
P.J. Washington,Kentucky,2019,12,PF,72,28.3,0.521,0.547,0.384,0.632,12.9,10.51,0.577,0.551,0.159,0.619,5.3,1.48,0.374
Tyler Herro,Kentucky,2019,13,SG,37,32.6,0.462,0.538,0.355,0.935,14.0,10.29,0.58,0.536,0.419,0.231,3.3,2.11,0.389
Romeo Langford,Indiana,2019,14,SG,32,34.1,0.448,0.53,0.272,0.722,16.5,10.1,0.542,0.491,0.316,0.491,2.4,0.16,0.185
Nickeil Alexander-Walker,Virginia Tech,2019,15,SG,67,29.9,0.464,0.529,0.383,0.763,13.5,7.25,0.582,0.549,0.448,0.306,4.3,0.98,0.346
Matisse Thybulle,Washington,2019,16,SG,135,29.4,0.429,0.507,0.358,0.782,9.2,7.0,0.55,0.522,0.52,0.21,4.4,0.86,0.357
Brandon Clarke,Gonzaga,2019,17,PF,98,27.8,0.639,0.649,0.25,0.618,14.5,2.7,0.643,0.642,0.026,0.429,10.4,0.4,0.359
Grant Williams,Tennessee,2019,18,PF,104,28.9,0.516,0.54,0.291,0.758,15.7,10.15,0.591,0.53,0.097,0.621,10.2,0.35,0.25
Ty Jerome,Virginia,2019,19,PG,105,26.4,0.435,0.479,0.392,0.788,9.6,10.05,0.558,0.534,0.508,0.181,7.0,0.45,0.28
Nassir Little,North Carolina,2019,20,SF,36,18.2,0.478,0.527,0.269,0.77,9.8,11.35,0.549,0.504,0.19,0.365,1.4,0.29,0.237
Dylan Windler,Belmont,2019,21,SG,128,29.4,0.541,0.669,0.406,0.761,13.2,-2.32,0.663,0.64,0.487,0.34,11.8,1.67,0.345
Mfiondu Kabengele,Florida St.,2019,22,PF,71,18.3,0.498,0.526,0.374,0.724,10.3,9.38,0.58,0.532,0.182,0.558,4.2,0.75,0.45
Jordan Poole,Michigan,2019,23,SG,75,22.7,0.434,0.519,0.37,0.831,9.4,9.98,0.576,0.54,0.572,0.261,3.1,1.3,0.279
Keldon Johnson,Kentucky,2019,24,SG,37,30.7,0.461,0.498,0.381,0.703,13.5,10.29,0.558,0.521,0.316,0.416,2.9,0.76,0.591
Kevin Porter,USC,2019,25,SG,21,22.1,0.471,0.517,0.412,0.522,9.5,4.96,0.559,0.561,0.433,0.293,0.5,1.06,0.335
Carsen Edwards,Purdue,2019,26,PG,108,29.4,0.412,0.455,0.368,0.817,17.8,9.84,0.547,0.504,0.496,0.295,8.4,0.65,0.316
Bruno Fernando,Maryland,2019,27,C,64,26.4,0.595,0.603,0.308,0.763,12.0,9.02,0.638,0.599,0.027,0.493,4.5,0.09,0.135
Cody Martin,Nevada,2019,28,SF,122,28.9,0.501,0.539,0.325,0.689,9.7,6.59,0.558,0.529,0.178,0.365,7.7,0.38,0.234
Daniel Gafford,Arkansas,2019,29,C,67,25.5,0.635,0.635,0.0,0.562,14.3,9.31,0.626,0.635,0.0,0.595,5.2,0.0,0.0
Justin James,Wyoming,2019,30,SG,131,28.1,0.442,0.487,0.337,0.731,15.7,1.62,0.542,0.493,0.3,0.454,5.8,0.25,0.31
Eric Paschall,Villanova,2019,31,SF,137,29.6,0.468,0.562,0.331,0.765,12.3,7.55,0.574,0.535,0.407,0.352,8.7,0.62,0.287
Admiral Schofield,Tennessee,2019,32,SF,132,24.9,0.458,0.501,0.387,0.763,11.9,9.58,0.556,0.53,0.373,0.222,6.9,0.58,0.311
Terance Mann,Florida St.,2019,33,SG,140,25.9,0.552,0.601,0.327,0.607,9.4,8.95,0.602,0.581,0.18,0.421,9.1,0.17,0.35
